purchase_value,age,class,hour_of_day,time_diff,source_Ads,source_Direct,source_SEO,browser_Chrome,browser_FireFox,browser_IE,browser_Opera,browser_Safari,sex_F,sex_M
21.0,29.0,0.0,19.0,8043520.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
52.0,21.0,0.0,12.0,450955.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
73.0,26.0,0.0,1.0,122294.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36.0,32.0,0.0,21.0,281629.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40.0,33.0,0.0,3.0,9233811.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60.0,22.0,0.0,18.0,207424.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
96.0,31.0,0.0,15.0,1647619.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
39.0,51.0,0.0,21.0,9008861.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,19.0,0.0,16.0,548542.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,19.0,0.0,20.0,5754228.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,48.0,0.0,20.0,8978540.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
67.0,32.0,0.0,6.0,10110828.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
42.0,27.0,0.0,14.0,8161368.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
64.0,44.0,0.0,10.0,9065713.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
67.0,41.0,0.0,0.0,2334839.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
58.0,32.0,0.0,18.0,3981017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
95.0,43.0,0.0,23.0,6977814.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
57.0,48.0,0.0,23.0,1968184.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37.0,38.0,0.0,0.0,9491312.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
54.0,19.0,0.0,3.0,6429341.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
61.0,44.0,0.0,22.0,1625514.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14.0,33.0,0.0,19.0,7707664.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
50.0,24.0,0.0,22.0,10297330.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,23.0,0.0,21.0,4506095.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54.0,43.0,0.0,10.0,7607980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
40.0,29.0,0.0,7.0,1168344.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
36.0,29.0,0.0,5.0,3857481.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,27.0,0.0,6.0,1640722.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,20.0,0.0,8.0,3367683.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40.0,36.0,0.0,19.0,1298756.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
34.0,23.0,0.0,1.0,9030831.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
55.0,37.0,0.0,7.0,6055637.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
61.0,53.0,0.0,6.0,8734395.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15.0,32.0,0.0,22.0,8153262.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
59.0,42.0,0.0,1.0,9876192.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13.0,42.0,0.0,17.0,8105049.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,20.0,0.0,10.0,6023207.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9.0,28.0,0.0,17.0,10246697.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
79.0,33.0,0.0,17.0,7203845.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
68.0,28.0,0.0,9.0,7227486.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
65.0,43.0,0.0,11.0,816819.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
52.0,29.0,0.0,21.0,9561363.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30.0,39.0,0.0,10.0,9173043.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
59.0,29.0,0.0,22.0,7939023.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9.0,29.0,0.0,20.0,5929545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
13.0,36.0,0.0,1.0,9717101.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32.0,27.0,0.0,22.0,110971.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10.0,46.0,0.0,10.0,7546998.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,41.0,0.0,6.0,5608736.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
52.0,44.0,0.0,12.0,3804334.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.0,38.0,0.0,0.0,2268831.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21.0,28.0,0.0,12.0,6702942.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
29.0,36.0,0.0,16.0,5265434.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
69.0,25.0,0.0,23.0,9098457.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
50.0,19.0,0.0,9.0,1042458.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
38.0,40.0,0.0,17.0,541835.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28.0,38.0,0.0,21.0,112270.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,30.0,0.0,20.0,9870628.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
22.0,27.0,0.0,19.0,8152509.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19.0,20.0,0.0,22.0,8816068.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16.0,27.0,0.0,3.0,610365.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
86.0,31.0,0.0,17.0,8920061.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
39.0,50.0,0.0,14.0,1277287.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21.0,24.0,0.0,11.0,4721538.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54.0,43.0,0.0,6.0,122391.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,42.0,0.0,16.0,5377568.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
64.0,32.0,0.0,18.0,2147568.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,25.0,0.0,1.0,6825622.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,25.0,0.0,9.0,2634770.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
46.0,57.0,0.0,10.0,4339549.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16.0,34.0,0.0,23.0,9429616.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,26.0,0.0,17.0,7264620.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.0,19.0,0.0,20.0,3843882.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.0,21.0,0.0,4.0,512200.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,32.0,0.0,16.0,4245278.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
44.0,30.0,0.0,21.0,8790743.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
38.0,32.0,0.0,6.0,4331753.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54.0,40.0,0.0,20.0,5493954.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20.0,35.0,0.0,3.0,2043458.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
27.0,34.0,0.0,18.0,10054824.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22.0,38.0,0.0,5.0,8224968.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16.0,33.0,0.0,19.0,9746050.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25.0,44.0,0.0,16.0,6358474.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20.0,33.0,0.0,21.0,6249821.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
70.0,19.0,0.0,6.0,920075.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
38.0,24.0,0.0,8.0,4433810.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
42.0,27.0,0.0,15.0,727027.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19.0,36.0,0.0,12.0,3233226.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
35.0,35.0,0.0,11.0,8188567.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
32.0,38.0,0.0,21.0,9556182.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
64.0,27.0,0.0,21.0,3315094.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
57.0,49.0,0.0,3.0,1417399.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33.0,38.0,0.0,0.0,7381920.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,35.0,0.0,3.0,6894683.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
67.0,59.0,0.0,17.0,7461826.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
16.0,19.0,0.0,14.0,5044708.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
62.0,28.0,0.0,6.0,3930676.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34.0,33.0,0.0,7.0,149732.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
53.0,27.0,0.0,1.0,4451299.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
61.0,36.0,0.0,18.0,1115460.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14.0,42.0,0.0,21.0,4902254.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.0,25.0,0.0,8.0,2681799.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
46.0,43.0,0.0,9.0,6909108.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12.0,31.0,0.0,15.0,4226549.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43.0,27.0,0.0,11.0,1709281.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15.0,22.0,0.0,13.0,5578649.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.0,36.0,0.0,13.0,9866676.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
35.0,47.0,0.0,19.0,3610023.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
38.0,19.0,0.0,1.0,6012853.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14.0,31.0,0.0,22.0,4169474.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
21.0,29.0,0.0,8.0,1348600.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34.0,43.0,0.0,6.0,8206396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
71.0,33.0,0.0,5.0,4699342.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45.0,43.0,0.0,20.0,9857446.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43.0,30.0,0.0,12.0,1813705.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
33.0,58.0,0.0,22.0,9778907.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,29.0,0.0,3.0,2220104.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
11.0,28.0,0.0,17.0,7546049.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
23.0,25.0,0.0,9.0,7346860.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,25.0,0.0,2.0,5619807.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52.0,35.0,0.0,19.0,6345043.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
38.0,34.0,0.0,18.0,2166112.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39.0,26.0,0.0,16.0,3422384.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33.0,47.0,0.0,11.0,10091596.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
23.0,25.0,0.0,7.0,9276387.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
44.0,39.0,0.0,14.0,4765144.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,28.0,0.0,16.0,3305758.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
73.0,32.0,0.0,19.0,10332950.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
53.0,26.0,0.0,19.0,2677214.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
63.0,27.0,0.0,0.0,4957199.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,22.0,0.0,15.0,1456892.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
27.0,50.0,0.0,2.0,941332.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
29.0,22.0,0.0,4.0,3405337.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
46.0,24.0,0.0,6.0,1270290.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35.0,47.0,0.0,23.0,2840269.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
73.0,40.0,0.0,3.0,2529016.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
27.0,41.0,0.0,6.0,8806886.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
39.0,35.0,0.0,3.0,8567685.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
44.0,33.0,0.0,11.0,3020947.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.0,20.0,0.0,6.0,4715516.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
23.0,29.0,0.0,7.0,1101266.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
32.0,41.0,0.0,20.0,9245302.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36.0,27.0,0.0,0.0,2529737.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,41.0,0.0,6.0,2596826.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
57.0,30.0,0.0,7.0,6834791.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23.0,39.0,0.0,10.0,1721607.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
63.0,42.0,0.0,3.0,2151962.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
57.0,33.0,0.0,14.0,10101627.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29.0,48.0,0.0,10.0,5137489.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
83.0,33.0,0.0,0.0,9915302.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33.0,36.0,0.0,21.0,8445651.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9.0,53.0,0.0,20.0,8876308.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,37.0,0.0,9.0,1996334.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
46.0,40.0,0.0,11.0,4060189.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39.0,27.0,0.0,0.0,6632353.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14.0,27.0,0.0,18.0,311976.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9.0,33.0,0.0,11.0,9495324.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
58.0,32.0,0.0,3.0,2391824.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
61.0,39.0,0.0,10.0,5228751.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
61.0,37.0,0.0,23.0,4569597.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
24.0,20.0,0.0,11.0,9464088.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
18.0,39.0,0.0,9.0,1963895.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24.0,28.0,0.0,10.0,9303688.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
18.0,23.0,0.0,11.0,6287500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
54.0,49.0,0.0,7.0,7998349.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
72.0,24.0,0.0,5.0,9606372.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
73.0,35.0,0.0,19.0,3398727.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
53.0,19.0,0.0,7.0,3167181.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18.0,34.0,0.0,10.0,6060988.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,43.0,0.0,5.0,3261984.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
58.0,38.0,0.0,2.0,4206467.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
14.0,36.0,0.0,12.0,3172686.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,39.0,0.0,2.0,10278597.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
38.0,33.0,0.0,15.0,8169392.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,27.0,0.0,9.0,2098967.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35.0,33.0,0.0,20.0,4572148.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,39.0,0.0,2.0,2399047.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
49.0,38.0,0.0,5.0,4288322.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11.0,46.0,0.0,9.0,6183181.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13.0,26.0,0.0,6.0,5765543.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,36.0,0.0,11.0,5682571.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
49.0,26.0,0.0,5.0,8428463.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
57.0,47.0,0.0,1.0,5672351.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
46.0,25.0,0.0,22.0,6600808.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16.0,29.0,0.0,3.0,4317128.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
41.0,18.0,0.0,20.0,1105080.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
49.0,42.0,0.0,7.0,6129183.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
57.0,37.0,0.0,12.0,2577246.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
46.0,42.0,0.0,23.0,2429182.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,28.0,0.0,20.0,5301049.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
39.0,33.0,0.0,14.0,9101606.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,34.0,0.0,8.0,10347912.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,29.0,0.0,0.0,7986295.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11.0,21.0,0.0,22.0,3294064.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
42.0,30.0,0.0,17.0,6891935.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35.0,35.0,0.0,21.0,5077413.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
53.0,20.0,0.0,10.0,4895400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
22.0,41.0,0.0,9.0,5255278.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
46.0,22.0,0.0,4.0,7882459.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19.0,35.0,0.0,5.0,8689087.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
56.0,44.0,0.0,17.0,763885.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
47.0,52.0,0.0,21.0,3905375.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
35.0,34.0,0.0,2.0,1604094.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
85.0,53.0,0.0,18.0,6247430.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,42.0,0.0,14.0,3729032.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29.0,28.0,0.0,0.0,3903600.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
61.0,28.0,0.0,23.0,822824.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,20.0,0.0,2.0,3958180.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
22.0,35.0,0.0,20.0,7994845.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,47.0,0.0,20.0,1688386.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
59.0,29.0,0.0,16.0,2052371.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
55.0,22.0,0.0,9.0,7414630.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
43.0,34.0,0.0,5.0,8657736.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
86.0,29.0,0.0,12.0,8868893.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42.0,38.0,0.0,21.0,4655401.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
13.0,41.0,0.0,23.0,2969574.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
22.0,36.0,0.0,3.0,672443.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,29.0,0.0,10.0,6343954.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28.0,30.0,0.0,3.0,5072383.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35.0,24.0,0.0,13.0,7481464.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,34.0,0.0,0.0,83007.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23.0,52.0,0.0,23.0,3671954.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
10.0,33.0,0.0,4.0,4113908.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
24.0,31.0,0.0,10.0,2281260.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
